#sample	votus	coverage	meandepth	rpkm
sample_20	nh_s_15_k141_711257||full	87.8004	5.07186	0.846152
sample_20	nh_s_15_k141_673512||full	90.0885	11.5376	1.76311
sample_20	nh_s_17_k141_242400||full	96.0611	14.2526	2.32248
sample_20	nh_s_20_k141_650847||full	95.1335	3.57667	0.396619
sample_20	nh_s_20_k141_164937||full	100	27.6511	4.04237
sample_20	nh_s_20_k141_263588||full	98.8043	4.78689	0.512589
sample_20	nh_s_20_k141_622942||full	98.3744	3.92291	0.449485
sample_20	nh_s_20_k141_364979||full	94.1134	4.57337	0.47908
sample_20	nh_s_20_k141_333782||full	99.5756	7.73052	0.778466
sample_20	nh_s_20_k141_498113||full	100	8.74104	0.982782
sample_20	nh_s_20_k141_510427||full	100	10.8934	1.33855
sample_20	nh_s_20_k141_642511||full	100	14.2029	1.78188
sample_20	nh_s_20_k141_416004||full	100	21.4067	2.86532
sample_20	nh_s_20_k141_194748||full	100	9.4476	0.96765
sample_20	nh_s_24_k141_1137504||full	82.3441	10.0925	1.22519
sample_20	nh_s_24_k141_1056478||full	97.9437	6.53182	0.773947
sample_20	nh_s_24_k141_459938||full	96.9467	6.11021	0.752248
sample_20	wh_s_20_k141_243477||full	94.8676	3.44157	0.381441
sample_20	k141_11224||lt2gene	86.0029	2.54242	0.311979
sample_20	k141_349||full	100	10.4474	1.36347
sample_20	k141_1620||full	100	10.3517	1.05249
sample_20	k141_898||full	97.7437	4.14549	0.431244
sample_20	k141_1736||full	96.7837	3.36464	0.370848
sample_20	k141_1007||full	99.4594	5.38077	0.56436
sample_20	k141_303||full	100	24.8394	3.71985
sample_20	k141_1165||full	100	14.4534	1.6952
sample_20	k141_2721||full	99.9502	7.99356	0.847175
sample_20	k141_2910||full	100	8.8425	1.08167
sample_20	k141_1506||full	99.0093	5.83586	0.707537
sample_20	k141_6300||full	95.7393	6.66323	0.773584
sample_20	k141_1847||full	92.4934	4.27848	0.526293
sample_20	k141_1353||full	100	4.59045	0.572064
sample_20	k141_5141||full	90.636	3.23218	0.402466
sample_21	nh_c_03091521_k141_6586067||full	99.9521	9.48429	1.10017
sample_21	nh_c_03091521_k141_381760||full	81.2782	1.81497	0.188506
sample_21	nh_c_03091521_k141_5915222||full	94.4262	3.64652	0.479409
sample_21	nh_c_03091521_k141_4205177||full	97.6432	4.3043	0.482066
sample_21	nh_c_03091521_k141_5951467||full	100	15.861	2.24515
sample_21	nh_c_03091521_k141_877713||full	100	252.619	27.6617
sample_21	nh_c_03091521_k141_3327779||full	78.368	2.32654	0.357445
sample_21	nh_c_06121824_k141_1216000||full	100	15.575	2.27788
sample_21	nh_s_12_k141_1181701||full	86.6715	2.87037	0.44701
sample_21	nh_s_15_k141_524670||full	76.8874	1.9616	0.218487
sample_21	nh_s_17_k141_242400||full	95.5348	6.60764	0.947921
sample_21	nh_s_20_k141_622942||full	95.6404	6.117	0.665531
sample_21	nh_s_21_k141_1461497||full	100	159.545	18.2635
sample_21	nh_s_21_k141_220366||full	100	380.106	49.7439
sample_21	nh_s_21_k141_1893001||full	100	1786.88	462.052
sample_21	wh_c_06121824_k141_7732897||full	98.9238	51.8497	11.7962
sample_21	wh_c_06121824_k141_7410108||full	99.9888	23.0348	3.85714
sample_21	k141_303||full	83.0548	2.55043	0.416449
sample_21	k141_1506||full	100	9.49262	1.0222
sample_21	k141_6105||full	100	171.454	19.7185
sample_21	k141_5141||full	89.2567	3.12398	0.432411
sample_22	nh_c_04101622_k141_3508088||full	95.6222	3.25231	0.479563
sample_22	nh_c_04101622_k141_3516918||full	100	19.6049	4.64504
sample_22	nh_c_04101622_k141_802482||full	98.1659	6.06679	1.06261
sample_22	nh_c_04101622_k141_1853669||full	79.5914	2.51041	0.679445
sample_22	nh_c_04101622_k141_2441708||full	98.8275	4.98718	0.869214
sample_22	nh_c_04101622_k141_507010||full	85.7532	4.85429	0.943783
sample_22	nh_c_04101622_k141_3037644||full	84.3054	2.12407	0.430724
sample_22	nh_c_04101622_k141_2649015||full	89.5692	3.40741	0.57634
sample_22	nh_c_04101622_k141_1295030||full	85.3734	2.51003	0.424533
sample_22	nh_c_04101622_k141_3871834||full	100	28.6326	4.25369
sample_22	nh_c_04101622_k141_1810950||0_partial	85.9497	2.68391	0.482867
sample_22	nh_c_05111723_k141_225119||full	93.8585	2.35003	0.480317
sample_22	nh_c_05111723_k141_3524867||full	78.343	8.3067	2.21048
sample_22	nh_c_05111723_k141_2209831||full	95.3631	3.11248	0.541495
sample_22	nh_c_06121824_k141_2154936||full	99.6424	20.5087	3.71636
sample_22	nh_s_11_k141_120299||full	100	21.4324	3.98227
sample_22	nh_s_12_k141_1181701||full	78.3276	3.99726	1.32926
sample_22	nh_s_14_k141_179241||full	77.4706	5.5425	1.93143
sample_22	nh_s_22_k141_707044||full	95.4014	3.17434	0.464401
sample_22	nh_s_22_k141_78333||full	100	6.1233	1.17121
sample_22	nh_s_22_k141_234464||full	100	10.5218	1.8216
sample_22	wh_s_22_k141_707039||full	95.414	3.20032	0.468455
sample_22	EarthsVirome_48037	98.725	7.90411	1.644
sample_22	k141_1428||full	99.5017	9.8035	2.44097
sample_22	k141_1438||full	93.695	3.10987	0.457644
sample_22	k141_1352||full	100	10.4157	1.75791
sample_23	nh_c_04101622_k141_3120637||full	91.8155	2.89658	0.512292
sample_23	nh_c_04101622_k141_3516918||full	100	21.8104	5.56618
sample_23	nh_c_04101622_k141_802482||full	85.7984	4.32395	0.852037
sample_23	nh_c_04101622_k141_3360832||full	99.7466	5.85887	1.10344
sample_23	nh_c_04101622_k141_502748||full	78.5549	1.83596	0.341227
sample_23	nh_c_04101622_k141_3037644||full	79.9879	2.43054	0.514527
sample_23	nh_c_04101622_k141_1295030||full	75.4841	1.90526	0.387475
sample_23	nh_c_04101622_k141_2677720||full	94.3885	3.17151	0.588917
sample_23	nh_c_04101622_k141_965597||full	79.1954	1.70785	0.402783
sample_23	nh_c_05111723_k141_3346271||full	100	10.5405	1.67152
sample_23	nh_c_05111723_k141_1941467||full	89.6367	4.90454	1.0191
sample_23	nh_c_05111723_k141_3299002||full	97.236	5.51781	0.993049
sample_23	nh_c_05111723_k141_1749227||full	100	6.54688	1.03713
sample_23	nh_c_05111723_k141_3502860||full	87.6451	1.76605	0.321391
sample_23	nh_c_05111723_k141_3505137||full	93.4527	4.49633	1.04127
sample_23	nh_c_05111723_k141_1956793||full	91.4474	4.63258	1.08937
sample_23	nh_c_05111723_k141_2543183||full	100	7.18379	1.14821
sample_23	nh_c_05111723_k141_2349848||full	86.0069	1.63735	0.27837
sample_23	nh_c_05111723_k141_3516006||full	92.8284	4.61343	0.844654
sample_23	nh_c_05111723_k141_220174||full	88.3567	4.15896	0.877983
sample_23	nh_c_05111723_k141_1775166||full	92.9981	12.2724	4.20699
sample_23	nh_c_05111723_k141_1969148||full	88.0242	2.93691	0.554226
sample_23	nh_c_05111723_k141_225119||full	99.214	6.54323	1.33451
sample_23	nh_c_05111723_k141_3524867||full	84.2608	9.277	2.39319
sample_23	nh_c_05111723_k141_3348149||full	86.612	2.3393	0.370954
sample_23	nh_c_05111723_k141_2386467||full	90.6097	3.11362	0.545741
sample_23	nh_c_05111723_k141_1615547||full	96.7464	4.04168	0.78279
sample_23	nh_c_05111723_k141_3367939||full	99.7527	4.53974	0.779407
sample_23	nh_c_05111723_k141_2209831||full	82.2533	1.87672	0.391532
sample_23	nh_c_05111723_k141_1826491||full	88.3855	2.42699	0.504778
sample_23	nh_c_05111723_k141_1833556||full	95.7479	3.42484	0.646346
sample_23	nh_c_05111723_k141_1449853||full	97.1701	4.8392	0.780402
sample_23	nh_c_05111723_k141_1837792||full	96	3.33302	0.542728
sample_23	nh_c_05111723_k141_2617028||full	96.2961	3.91565	0.663407
sample_23	nh_c_05111723_k141_1068022||full	89.04	2.78884	0.729364
sample_23	nh_c_05111723_k141_3200123||full	87.8889	2.35176	0.462071
sample_23	nh_c_05111723_k141_2043943||full	78.9941	1.94817	0.317984
sample_23	nh_c_05111723_k141_1084594||full	96.9728	7.43782	1.27356
sample_23	nh_c_05111723_k141_2836255||full	99.3871	5.2402	1.01789
sample_23	nh_c_05111723_k141_3416912||full	83.6085	1.78249	0.348145
sample_23	nh_c_05111723_k141_3823498||full	78.0051	1.50128	0.267881
sample_23	nh_c_05111723_k141_1110809||full	87.0225	7.09957	2.13809
sample_23	nh_c_05111723_k141_2857435||full	88.9437	3.48885	0.577618
sample_23	nh_c_05111723_k141_1312640||full	99.0964	4.62326	0.757904
sample_23	nh_c_05111723_k141_1123688||full	75.9224	1.78687	0.289527
sample_23	nh_c_05111723_k141_3270712||full	99.6347	6.16075	1.11373
sample_23	nh_c_05111723_k141_365391||full	93.1648	4.88952	1.10202
sample_23	nh_c_05111723_k141_1343517||full	97.7778	5.69375	0.905434
sample_23	nh_c_05111723_k141_577087||full	83.736	3.12897	0.795502
sample_23	nh_c_06121824_k141_5373497||full	79.5317	1.83408	0.29886
sample_23	nh_c_06121824_k141_835856||full	87.8226	2.14453	0.371545
sample_23	nh_c_06121824_k141_3312712||full	78.3394	1.31392	0.228472
sample_23	nh_c_06121824_k141_2154936||full	97.6041	12.5314	2.82974
sample_23	nh_c_06121824_k141_6663589||full	83.7622	7.26282	2.33977
sample_23	nh_c_06121824_k141_1899456||full	96.7753	4.79213	0.771813
sample_23	nh_c_06121824_k141_5186480||full	87.2729	2.27297	0.364681
sample_23	nh_c_06121824_k141_4799292||full	88.7189	2.1354	0.364737
sample_23	nh_c_06121824_k141_2377490||full	87.7612	3.64488	1.06103
sample_23	nh_c_06121824_k141_5613934||full	91.6697	2.79498	0.490773
sample_23	nh_s_02_k141_59360||full	98.1937	3.92408	0.698585
sample_23	nh_s_05_k141_56756||full	77.1662	2.99403	0.585441
sample_23	nh_s_05_k141_610051||full	82.671	2.99026	0.489993
sample_23	nh_s_05_k141_782340||full	77.7478	2.76759	0.506116
sample_23	nh_s_05_k141_121945||full	88.3013	4.55384	0.846077
sample_23	nh_s_05_k141_843769||full	89.2831	4.9446	0.95161
sample_23	nh_s_05_k141_422936||full	99.5343	9.94784	1.83274
sample_23	nh_s_08_k141_218866||full	92.1355	2.68067	0.481717
sample_23	nh_s_08_k141_338205||full	78.7582	2.30511	0.505583
sample_23	nh_s_10_k141_182926||full	94.1186	4.43355	0.967916
sample_23	nh_s_10_k141_461201||full	78.9268	2.02288	0.336069
sample_23	nh_s_10_k141_778167||full	100	4.45525	0.737088
sample_23	nh_s_10_k141_564609||full	83.6158	2.63523	0.499105
sample_23	nh_s_11_k141_355645||full	85.1407	2.963	0.632072
sample_23	nh_s_11_k141_120299||full	100	10.4797	2.36392
sample_23	nh_s_11_k141_235290||full	77.765	3.2788	0.747783
sample_23	nh_s_11_k141_387105||full	93.5222	3.79061	0.736898
sample_23	nh_s_11_k141_93525||full	80.0037	2.67079	0.435133
sample_23	nh_s_11_k141_901538||full	94.7161	8.48694	2.38032
sample_23	nh_s_12_k141_1181701||full	95.0155	7.20924	2.07128
sample_23	nh_s_17_k141_353023||full	93.3978	2.66588	0.43403
sample_23	nh_s_17_k141_422404||full	83.3119	1.97385	0.373005
sample_23	nh_s_17_k141_230811||full	80.2351	3.82407	0.704328
sample_23	nh_s_18_k141_1558765||full	75.2866	1.65623	0.272162
sample_23	nh_s_20_k141_416004||full	83.7928	6.12738	1.91441
sample_23	nh_s_23_k141_512577||full	100	6.79939	1.27325
sample_23	nh_s_23_k141_5406||full	100	6.11496	1.00314
sample_23	nh_s_23_k141_165681||full	100	4.86309	0.777713
sample_23	nh_s_23_k141_518511||full	100	8.9298	1.66949
sample_23	nh_s_23_k141_207799||full	100	7.23347	1.1366
sample_23	nh_s_23_k141_437028||full	99.89	5.90036	0.948901
sample_23	nh_s_23_k141_315907||full	96.2471	4.70658	0.749493
sample_23	nh_s_23_k141_2387||lt2gene	99.1962	5.82672	0.928573
sample_23	nh_s_24_k141_1137504||full	92.6811	4.61553	0.871657
sample_23	nh_s_24_k141_1056478||full	79.9026	2.27175	0.437589
sample_23	nh_s_24_k141_1555613||full	83.6274	2.60906	0.516987
sample_23	nh_s_24_k141_1003907||full	92.0244	3.01497	0.503914
sample_23	nh_s_24_k141_459938||full	88.6673	3.00669	0.550971
sample_23	nh_s_24_k141_800898||full	82.5766	1.8857	0.321715
sample_23	wh_c_05111723_k141_3873461||full	100	13.419	2.1381
sample_23	wh_c_06121824_k141_6139292||full	78.0583	12.0519	3.30302
sample_23	k141_2358||full	82.6343	1.89901	0.327274
sample_23	k141_1663||full	99.7111	5.37992	0.951223
sample_23	k141_2315||full	91.3189	9.03625	2.8323
sample_23	k141_1470||full	100	10.9347	2.85804
sample_23	k141_4059||full	95.8088	3.22449	0.597261
sample_23	k141_20004||full	99.7149	3.8769	0.661675
sample_23	k141_2973||full	87.2125	2.39384	0.38642
sample_23	k141_260||full	86.4326	2.86944	0.468493
sample_23	k141_659||full	92.2527	3.70137	0.636523
sample_23	k141_4624||full	87.8546	2.63522	0.475459
sample_23	k141_1352||full	84.6824	2.64983	0.501603
sample_23	k141_2886||full	99.0411	13.3919	2.15682
sample_23	k141_2921||full	89.4251	3.00905	0.474725
sample_23	k141_347||full	98.5221	5.99727	0.979625
sample_23	k141_3098||full	79.2595	1.70758	0.272429
sample_23	k141_2436||full	82.2547	1.49526	0.230045
sample_23	k141_1681||full	96.8834	4.51378	0.724234
sample_23	k141_772||full	83.6152	1.93582	0.312855
sample_23	k141_3405||full	100	5.95062	0.98719
sample_23	k141_6300||full	88.7354	2.5642	0.53042
sample_23	k141_6658||full	90.6212	2.82253	0.545681
sample_23	k141_1512||full	93.311	6.98131	2.24547
sample_23	k141_1847||full	85.2517	2.11363	0.40469
sample_23	k141_7743||full	81.1554	2.12258	0.475595
sample_24	nh_c_03091521_k141_2423979||full	97.4067	6.35772	1.44493
sample_24	nh_c_04101622_k141_3516918||full	89.4566	4.89361	1.18419
sample_24	nh_c_04101622_k141_3360832||full	99.5906	4.87758	0.74152
sample_24	nh_c_05111723_k141_3346271||full	100	14.6384	1.97186
sample_24	nh_c_05111723_k141_225119||full	99.0678	5.70353	0.92707
sample_24	nh_c_05111723_k141_2386467||full	80.497	2.20839	0.47163
sample_24	nh_c_05111723_k141_2617028||full	93.0613	3.68528	0.54403
sample_24	nh_c_05111723_k141_1084594||full	97.5908	4.69374	0.995444
sample_24	nh_c_05111723_k141_2836255||full	79.645	2.28962	0.437427
sample_24	nh_c_05111723_k141_3823498||full	82.2165	1.94817	0.309776
sample_24	nh_c_05111723_k141_3270712||full	94.317	4.15192	0.833531
sample_24	nh_c_05111723_k141_577087||full	98.0978	7.99125	1.59121
sample_24	nh_c_06121824_k141_3509076||full	98.3791	4.24675	0.585999
sample_24	nh_c_06121824_k141_7614673||full	99.0784	4.765	0.63434
sample_24	nh_c_06121824_k141_1216000||full	100	9.40512	1.80789
sample_24	nh_c_06121824_k141_2844307||full	98.2649	5.20084	0.704347
sample_24	nh_c_06121824_k141_835856||full	95.059	3.18804	0.467551
sample_24	nh_c_06121824_k141_6105048||full	96.2024	3.47447	0.518752
sample_24	nh_c_06121824_k141_3312712||full	100	6.81322	0.935723
sample_24	nh_c_06121824_k141_2144431||full	99.1548	8.24644	1.09444
sample_24	nh_c_06121824_k141_6602315||full	100	7.63521	1.05975
sample_24	nh_c_06121824_k141_2154936||full	91.4357	3.68389	0.703822
sample_24	nh_c_06121824_k141_5389906||full	96.5995	3.91859	0.539549
sample_24	nh_c_06121824_k141_5012174||full	99.3614	5.656	0.9725
sample_24	nh_c_06121824_k141_6663589||full	98.1529	7.40976	1.45914
sample_24	nh_c_06121824_k141_6691048||full	98.0521	4.05331	0.58208
sample_24	nh_c_06121824_k141_4300055||full	98.7748	4.59815	0.794313
sample_24	nh_c_06121824_k141_7549788||full	96.6302	5.4791	0.834907
sample_24	nh_c_06121824_k141_1486545||full	90.83	3.78218	0.70795
sample_24	nh_c_06121824_k141_1899456||full	100	6.68232	0.891968
sample_24	nh_c_06121824_k141_268208||full	97.8932	3.17712	0.535492
sample_24	nh_c_06121824_k141_5158742||full	97.6607	3.96147	0.643619
sample_24	nh_c_06121824_k141_3142203||full	97.2518	3.02538	0.528815
sample_24	nh_c_06121824_k141_3157437||full	92.529	3.0849	0.514148
sample_24	nh_c_06121824_k141_2754274||full	92.4932	2.60246	0.388235
sample_24	nh_c_06121824_k141_4799292||full	100	10.5948	1.49381
sample_24	nh_c_06121824_k141_2377490||full	97.2867	6.98077	1.33455
sample_24	nh_c_06121824_k141_5613934||full	100	4.70983	0.657179
sample_24	nh_c_06121824_k141_6057314||full	98.8625	7.21948	1.37048
sample_24	nh_s_05_k141_610051||full	75.7929	1.8355	0.285652
sample_24	nh_s_10_k141_182926||full	97.0922	4.23624	0.808378
sample_24	nh_s_10_k141_461201||full	78.9446	2.02146	0.332348
sample_24	nh_s_10_k141_778167||full	81.8934	1.63528	0.234976
sample_24	nh_s_11_k141_120299||full	86.0191	2.60072	0.562401
sample_24	nh_s_12_k141_1181701||full	98.5028	11.2224	2.05943
sample_24	nh_s_12_k141_953837||full	93.3034	4.79791	0.809067
sample_24	nh_s_15_k141_1764||full	91.1218	3.30913	0.642977
sample_24	nh_s_17_k141_663836||full	82.1913	3.5217	0.764923
sample_24	nh_s_18_k141_166022||full	91.9161	4.53672	0.715322
sample_24	nh_s_20_k141_416004||full	86.9297	6.97148	1.44219
sample_24	nh_s_23_k141_512577||full	91.0409	3.9283	0.780679
sample_24	nh_s_23_k141_5406||full	98.9453	3.68589	0.768458
sample_24	nh_s_23_k141_165681||full	87.8642	2.38868	0.365652
sample_24	nh_s_23_k141_518511||full	93.8413	5.13665	0.903401
sample_24	nh_s_24_k141_520996||full	98.8199	4.86135	0.64418
sample_24	nh_s_24_k141_1137504||full	100	12.5895	1.77862
sample_24	nh_s_24_k141_1056478||full	99.2965	6.6974	0.92169
sample_24	nh_s_24_k141_1555613||full	100	11.0207	1.59748
sample_24	nh_s_24_k141_1003907||full	99.984	16.3786	2.17611
sample_24	nh_s_24_k141_1164807||full	97.5499	4.19135	0.585714
sample_24	nh_s_24_k141_775055||full	98.7188	4.41335	0.640885
sample_24	nh_s_24_k141_459938||full	99.9777	8.22543	1.17045
sample_24	nh_s_24_k141_800898||full	100	7.54861	1.04033
sample_24	wh_c_05111723_k141_3873461||full	99.4699	4.56037	0.632873
sample_24	wh_c_06121824_k141_7732897||full	99.2946	37.9257	11.7468
sample_24	wh_c_06121824_k141_6139292||full	98.4353	65.2041	14.3387
sample_24	wh_c_06121824_k141_7410108||full	98.3698	15.8404	3.55432
sample_24	wh_c_06121824_k141_1764170||full	94.7639	5.19971	1.06049
sample_24	k141_1663||full	99.8014	5.3467	0.727899
sample_24	k141_2315||full	79.2988	4.06869	1.02007
sample_24	k141_1470||full	96.5318	6.3368	1.37473
sample_24	k141_20004||full	98.7819	7.58987	1.04964
sample_24	k141_2973||full	86.4111	2.58374	0.353889
sample_24	k141_108||full	83.7235	3.47818	0.798364
sample_24	k141_260||full	77.5635	2.64787	0.411828
sample_24	k141_4229||full	83.6754	3.49132	0.580656
sample_24	k141_12393||full	85.7876	6.77485	1.54231
sample_24	k141_303||full	78.098	7.27124	1.6711
sample_24	k141_2886||full	89.1709	3.4469	0.683714
sample_24	k141_2436||full	94.845	3.27927	0.477161
sample_24	k141_11133||full	98.78	4.90135	0.653592
sample_24	k141_11135||full	97.8898	4.36869	0.607093
sample_24	k141_2797||full	98.8519	5.82621	1.04517
sample_24	k141_6300||full	99.2412	6.80331	0.994134
sample_24	k141_832||full	92.1053	3.18839	0.421415
sample_24	k141_6471||full	92.6377	3.16367	0.451081
sample_24	k141_6658||full	100	8.06608	1.1394
sample_24	k141_6800||full	96.7706	3.58311	0.533581
sample_24	k141_1512||full	100	13.6711	2.22279
sample_24	k141_1847||full	97.0562	5.41345	0.754898
sample_24	k141_7743||full	99.8672	7.49389	1.05057
